Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
09/16/2020,02/01/2020,09/12/2020,AR,Faulkner County,5045,17,647
09/16/2020,02/01/2020,09/12/2020,AR,Garland County,5051,68,1136
09/16/2020,02/01/2020,09/12/2020,AR,Howard County,5061,10,102
09/16/2020,02/01/2020,09/12/2020,AR,Independence County,5063,13,308
09/16/2020,02/01/2020,09/12/2020,AR,Jefferson County,5069,69,615
09/16/2020,02/01/2020,09/12/2020,AR,Little River County,5081,21,109
09/16/2020,02/01/2020,09/12/2020,AR,Mississippi County,5093,17,239
09/16/2020,02/01/2020,09/12/2020,AR,Newton County,5101,13,69
09/16/2020,02/01/2020,09/12/2020,AR,Pope County,5115,18,418
09/16/2020,02/01/2020,09/12/2020,AR,Pulaski County,5119,198,4044
09/16/2020,02/01/2020,09/12/2020,AR,Randolph County,5121,10,105
09/16/2020,02/01/2020,09/12/2020,AR,Saline County,5125,12,566
09/16/2020,02/01/2020,09/12/2020,AR,Sebastian County,5131,58,1395
09/16/2020,02/01/2020,09/12/2020,AR,Union County,5139,25,334
09/16/2020,02/01/2020,09/12/2020,AR,Washington County,5143,106,1489
09/16/2020,02/01/2020,09/12/2020,AR,White County,5145,17,566
09/16/2020,02/01/2020,09/12/2020,CA,Alameda County,6001,326,6778
09/16/2020,02/01/2020,09/12/2020,CA,Amador County,6005,25,278
09/16/2020,02/01/2020,09/12/2020,CA,Butte County,6007,32,1358
09/16/2020,02/01/2020,09/12/2020,CA,Contra Costa County,6013,170,5050
09/16/2020,02/01/2020,09/12/2020,CA,Fresno County,6019,331,5107
09/16/2020,02/01/2020,09/12/2020,CA,Imperial County,6025,167,782
09/16/2020,02/01/2020,09/12/2020,CA,Inyo County,6027,13,125
09/16/2020,02/01/2020,09/12/2020,CA,Kern County,6029,342,4254
09/16/2020,02/01/2020,09/12/2020,CA,Kings County,6031,107,644
09/16/2020,02/01/2020,09/12/2020,CA,Los Angeles County,6037,5340,46984
09/16/2020,02/01/2020,09/12/2020,CA,Madera County,6039,70,652
09/16/2020,02/01/2020,09/12/2020,CA,Marin County,6041,72,1269
09/16/2020,02/01/2020,09/12/2020,CA,Mendocino County,6045,14,517
09/16/2020,02/01/2020,09/12/2020,CA,Merced County,6047,68,1004
09/16/2020,02/01/2020,09/12/2020,CA,Monterey County,6053,55,1723
09/16/2020,02/01/2020,09/12/2020,CA,Napa County,6055,18,790
09/16/2020,02/01/2020,09/12/2020,CA,Orange County,6059,1143,14010
09/16/2020,02/01/2020,09/12/2020,CA,Placer County,6061,68,2466
09/16/2020,02/01/2020,09/12/2020,CA,Riverside County,6065,1175,12151
09/16/2020,02/01/2020,09/12/2020,CA,Sacramento County,6067,315,7992
09/16/2020,02/01/2020,09/12/2020,CA,San Bernardino County,6071,976,10561
09/16/2020,02/01/2020,09/12/2020,CA,San Diego County,6073,878,15049
09/16/2020,02/01/2020,09/12/2020,CA,San Francisco County,6075,98,3938
09/16/2020,02/01/2020,09/12/2020,CA,San Joaquin County,6077,364,3798
09/16/2020,02/01/2020,09/12/2020,CA,San Luis Obispo County,6079,22,1439
09/16/2020,02/01/2020,09/12/2020,CA,San Mateo County,6081,148,2982
09/16/2020,02/01/2020,09/12/2020,CA,Santa Barbara County,6083,105,2112
09/16/2020,02/01/2020,09/12/2020,CA,Santa Clara County,6085,263,7142
09/16/2020,02/01/2020,09/12/2020,CA,Santa Cruz County,6087,12,1020
09/16/2020,02/01/2020,09/12/2020,CA,Shasta County,6089,11,1512
09/16/2020,02/01/2020,09/12/2020,CA,Solano County,6095,73,2168
09/16/2020,02/01/2020,09/12/2020,CA,Sonoma County,6097,94,2756
09/16/2020,02/01/2020,09/12/2020,CA,Stanislaus County,6099,375,3532
09/16/2020,02/01/2020,09/12/2020,CA,Tulare County,6107,245,2131
09/16/2020,02/01/2020,09/12/2020,CA,Ventura County,6111,138,3686
09/16/2020,02/01/2020,09/12/2020,CA,Yolo County,6113,38,748
09/16/2020,02/01/2020,09/12/2020,CA,Yuba County,6115,13,497
09/16/2020,02/01/2020,09/12/2020,CO,Adams County,8001,267,2459
09/16/2020,02/01/2020,09/12/2020,CO,Arapahoe County,8005,400,3139
09/16/2020,02/01/2020,09/12/2020,CO,Boulder County,8013,84,1540
09/16/2020,02/01/2020,09/12/2020,CO,Broomfield County,8014,22,218
09/16/2020,02/01/2020,09/12/2020,CO,Chaffee County,8015,17,123
09/16/2020,02/01/2020,09/12/2020,CO,Denver County,8031,315,3573
09/16/2020,02/01/2020,09/12/2020,CO,Douglas County,8035,64,1089
09/16/2020,02/01/2020,09/12/2020,CO,El Paso County,8041,163,3414
09/16/2020,02/01/2020,09/12/2020,CO,Jefferson County,8059,236,3247
09/16/2020,02/01/2020,09/12/2020,CO,Larimer County,8069,60,1685
09/16/2020,02/01/2020,09/12/2020,CO,Mesa County,8077,17,1173
09/16/2020,02/01/2020,09/12/2020,CO,Montrose County,8085,14,267
09/16/2020,02/01/2020,09/12/2020,CO,Morgan County,8087,40,175
09/16/2020,02/01/2020,09/12/2020,CO,Pueblo County,8101,31,1344
09/16/2020,02/01/2020,09/12/2020,CO,Weld County,8123,119,1107
09/16/2020,02/01/2020,09/12/2020,CT,Fairfield County,9001,1433,5154
09/16/2020,02/01/2020,09/12/2020,CT,Hartford County,9003,1407,6058
09/16/2020,02/01/2020,09/12/2020,CT,Litchfield County,9005,131,922
09/16/2020,02/01/2020,09/12/2020,CT,Middlesex County,9007,178,928
09/16/2020,02/01/2020,09/12/2020,CT,New Haven County,9009,1094,5698
09/16/2020,02/01/2020,09/12/2020,CT,New London County,9011,102,1324
09/16/2020,02/01/2020,09/12/2020,CT,Tolland County,9013,46,442
09/16/2020,02/01/2020,09/12/2020,CT,Windham County,9015,12,512
09/16/2020,02/01/2020,09/12/2020,DE,Kent County,10001,107,1220
09/16/2020,02/01/2020,09/12/2020,DE,New Castle County,10003,268,3365
09/16/2020,02/01/2020,09/12/2020,DE,Sussex County,10005,182,1728
09/16/2020,02/01/2020,09/12/2020,DC,District of Columbia,11001,741,4564
09/16/2020,02/01/2020,09/12/2020,FL,Alachua County,12001,147,2403
09/16/2020,02/01/2020,09/12/2020,FL,Bay County,12005,103,1298
09/16/2020,02/01/2020,09/12/2020,FL,Brevard County,12009,267,4994
09/16/2020,02/01/2020,09/12/2020,FL,Broward County,12011,1471,11326
09/16/2020,02/01/2020,09/12/2020,FL,Charlotte County,12015,124,2009
09/16/2020,02/01/2020,09/12/2020,FL,Citrus County,12017,54,1792
09/16/2020,02/01/2020,09/12/2020,FL,Clay County,12019,87,1493
09/16/2020,02/01/2020,09/12/2020,FL,Collier County,12021,212,2525
09/16/2020,02/01/2020,09/12/2020,FL,Columbia County,12023,62,681
09/16/2020,02/01/2020,09/12/2020,FL,Duval County,12031,473,6872
09/16/2020,02/01/2020,09/12/2020,FL,Escambia County,12033,274,3217
09/16/2020,02/01/2020,09/12/2020,FL,Flagler County,12035,25,955
09/16/2020,02/01/2020,09/12/2020,FL,Hendry County,12051,15,129
09/16/2020,02/01/2020,09/12/2020,FL,Hernando County,12053,103,1953
09/16/2020,02/01/2020,09/12/2020,FL,Highlands County,12055,81,1209
09/16/2020,02/01/2020,09/12/2020,FL,Hillsborough County,12057,683,8368
09/16/2020,02/01/2020,09/12/2020,FL,Indian River County,12061,77,1478
09/16/2020,02/01/2020,09/12/2020,FL,Jackson County,12063,45,377
09/16/2020,02/01/2020,09/12/2020,FL,Lake County,12069,161,2785
09/16/2020,02/01/2020,09/12/2020,FL,Lee County,12071,410,5193
09/16/2020,02/01/2020,09/12/2020,FL,Leon County,12073,158,1976
09/16/2020,02/01/2020,09/12/2020,FL,Manatee County,12081,310,3066
09/16/2020,02/01/2020,09/12/2020,FL,Marion County,12083,191,3522
09/16/2020,02/01/2020,09/12/2020,FL,Martin County,12085,194,1434
09/16/2020,02/01/2020,09/12/2020,FL,Miami-Dade County,12086,2695,16070
09/16/2020,02/01/2020,09/12/2020,FL,Monroe County,12087,13,350
09/16/2020,02/01/2020,09/12/2020,FL,Nassau County,12089,11,444
09/16/2020,02/01/2020,09/12/2020,FL,Okaloosa County,12091,104,1305
09/16/2020,02/01/2020,09/12/2020,FL,Okeechobee County,12093,20,287
09/16/2020,02/01/2020,09/12/2020,FL,Orange County,12095,539,6804
09/16/2020,02/01/2020,09/12/2020,FL,Osceola County,12097,174,1728
09/16/2020,02/01/2020,09/12/2020,FL,Palm Beach County,12099,1053,11212
09/16/2020,02/01/2020,09/12/2020,FL,Pasco County,12101,159,4183
09/16/2020,02/01/2020,09/12/2020,FL,Pinellas County,12103,664,8623
09/16/2020,02/01/2020,09/12/2020,FL,Polk County,12105,443,4973
09/16/2020,02/01/2020,09/12/2020,FL,Putnam County,12107,21,535
09/16/2020,02/01/2020,09/12/2020,FL,St. Johns County,12109,29,1108
09/16/2020,02/01/2020,09/12/2020,FL,St. Lucie County,12111,165,2337
09/16/2020,02/01/2020,09/12/2020,FL,Santa Rosa County,12113,34,777
09/16/2020,02/01/2020,09/12/2020,FL,Sarasota County,12115,249,4077
09/16/2020,02/01/2020,09/12/2020,FL,Seminole County,12117,137,2285
09/16/2020,02/01/2020,09/12/2020,FL,Sumter County,12119,63,1561
09/16/2020,02/01/2020,09/12/2020,FL,Suwannee County,12121,18,235
09/16/2020,02/01/2020,09/12/2020,FL,Volusia County,12127,240,5049
09/16/2020,02/01/2020,09/12/2020,FL,Walton County,12131,26,417
09/16/2020,02/01/2020,09/12/2020,FL,Washington County,12133,20,188
09/16/2020,02/01/2020,09/12/2020,GA,Appling County,13001,14,103
09/16/2020,02/01/2020,09/12/2020,GA,Bacon County,13005,11,102
09/16/2020,02/01/2020,09/12/2020,GA,Baldwin County,13009,55,321
09/16/2020,02/01/2020,09/12/2020,GA,Barrow County,13013,19,274
09/16/2020,02/01/2020,09/12/2020,GA,Bartow County,13015,52,648
09/16/2020,02/01/2020,09/12/2020,GA,Ben Hill County,13017,16,122
09/16/2020,02/01/2020,09/12/2020,GA,Bibb County,13021,192,1832
09/16/2020,02/01/2020,09/12/2020,GA,Bleckley County,13023,11,64
09/16/2020,02/01/2020,09/12/2020,GA,Bulloch County,13031,29,428
09/16/2020,02/01/2020,09/12/2020,GA,Butts County,13035,20,157
09/16/2020,02/01/2020,09/12/2020,GA,Candler County,13043,12,82
09/16/2020,02/01/2020,09/12/2020,GA,Carroll County,13045,60,771
09/16/2020,02/01/2020,09/12/2020,GA,Chatham County,13051,166,2317
09/16/2020,02/01/2020,09/12/2020,GA,Cherokee County,13057,43,836
09/16/2020,02/01/2020,09/12/2020,GA,Clarke County,13059,94,1012
09/16/2020,02/01/2020,09/12/2020,GA,Clayton County,13063,51,855
09/16/2020,02/01/2020,09/12/2020,GA,Cobb County,13067,373,3580
09/16/2020,02/01/2020,09/12/2020,GA,Coffee County,13069,36,265
09/16/2020,02/01/2020,09/12/2020,GA,Colquitt County,13071,37,370
09/16/2020,02/01/2020,09/12/2020,GA,Columbia County,13073,13,399
09/16/2020,02/01/2020,09/12/2020,GA,Coweta County,13077,29,627
09/16/2020,02/01/2020,09/12/2020,GA,Crisp County,13081,20,210
09/16/2020,02/01/2020,09/12/2020,GA,Decatur County,13087,10,184
09/16/2020,02/01/2020,09/12/2020,GA,DeKalb County,13089,231,3141
09/16/2020,02/01/2020,09/12/2020,GA,Dougherty County,13095,190,963
09/16/2020,02/01/2020,09/12/2020,GA,Douglas County,13097,35,502
09/16/2020,02/01/2020,09/12/2020,GA,Early County,13099,14,92
09/16/2020,02/01/2020,09/12/2020,GA,Emanuel County,13107,23,160
09/16/2020,02/01/2020,09/12/2020,GA,Fayette County,13113,79,718
09/16/2020,02/01/2020,09/12/2020,GA,Floyd County,13115,67,1048
09/16/2020,02/01/2020,09/12/2020,GA,Forsyth County,13117,50,988
09/16/2020,02/01/2020,09/12/2020,GA,Fulton County,13121,586,5874
09/16/2020,02/01/2020,09/12/2020,GA,Glynn County,13127,78,755
09/16/2020,02/01/2020,09/12/2020,GA,Gordon County,13129,23,331
09/16/2020,02/01/2020,09/12/2020,GA,Grady County,13131,12,124
09/16/2020,02/01/2020,09/12/2020,GA,Gwinnett County,13135,263,2680
09/16/2020,02/01/2020,09/12/2020,GA,Habersham County,13137,29,258
09/16/2020,02/01/2020,09/12/2020,GA,Hall County,13139,184,1757
09/16/2020,02/01/2020,09/12/2020,GA,Henry County,13151,89,1211
09/16/2020,02/01/2020,09/12/2020,GA,Houston County,13153,63,821
09/16/2020,02/01/2020,09/12/2020,GA,Jeff Davis County,13161,13,119
09/16/2020,02/01/2020,09/12/2020,GA,Jenkins County,13165,12,54
09/16/2020,02/01/2020,09/12/2020,GA,Lamar County,13171,12,88
09/16/2020,02/01/2020,09/12/2020,GA,Laurens County,13175,58,528
09/16/2020,02/01/2020,09/12/2020,GA,Lowndes County,13185,122,793
09/16/2020,02/01/2020,09/12/2020,GA,Mitchell County,13205,15,132
09/16/2020,02/01/2020,09/12/2020,GA,Monroe County,13207,19,180
09/16/2020,02/01/2020,09/12/2020,GA,Muscogee County,13215,220,1850
09/16/2020,02/01/2020,09/12/2020,GA,Newton County,13217,41,482
09/16/2020,02/01/2020,09/12/2020,GA,Oconee County,13219,14,226
09/16/2020,02/01/2020,09/12/2020,GA,Paulding County,13223,22,506
09/16/2020,02/01/2020,09/12/2020,GA,Pulaski County,13235,17,70
09/16/2020,02/01/2020,09/12/2020,GA,Richmond County,13245,272,2478
09/16/2020,02/01/2020,09/12/2020,GA,Rockdale County,13247,31,475
09/16/2020,02/01/2020,09/12/2020,GA,Spalding County,13255,78,734
09/16/2020,02/01/2020,09/12/2020,GA,Stephens County,13257,21,217
09/16/2020,02/01/2020,09/12/2020,GA,Sumter County,13261,40,225
09/16/2020,02/01/2020,09/12/2020,GA,Thomas County,13275,85,492
09/16/2020,02/01/2020,09/12/2020,GA,Tift County,13277,99,434
09/16/2020,02/01/2020,09/12/2020,GA,Toombs County,13279,37,327
09/16/2020,02/01/2020,09/12/2020,GA,Troup County,13285,85,557
09/16/2020,02/01/2020,09/12/2020,GA,Union County,13291,11,202
09/16/2020,02/01/2020,09/12/2020,GA,Upson County,13293,78,367
09/16/2020,02/01/2020,09/12/2020,GA,Walton County,13297,43,534
09/16/2020,02/01/2020,09/12/2020,GA,Ware County,13299,57,420
09/16/2020,02/01/2020,09/12/2020,GA,Wayne County,13305,20,210
09/16/2020,02/01/2020,09/12/2020,GA,Whitfield County,13313,45,564
09/16/2020,02/01/2020,09/12/2020,HI,Honolulu County,15003,69,5080
09/16/2020,02/01/2020,09/12/2020,HI,Maui County,15009,11,730
09/16/2020,02/01/2020,09/12/2020,ID,Ada County,16001,173,2516
09/16/2020,02/01/2020,09/12/2020,ID,Bonneville County,16019,17,738
09/16/2020,02/01/2020,09/12/2020,ID,Canyon County,16027,67,968
09/16/2020,02/01/2020,09/12/2020,ID,Kootenai County,16055,38,1143
09/16/2020,02/01/2020,09/12/2020,ID,Nez Perce County,16069,17,341
09/16/2020,02/01/2020,09/12/2020,ID,Shoshone County,16079,12,75
09/16/2020,02/01/2020,09/12/2020,ID,Twin Falls County,16083,49,603
09/16/2020,02/01/2020,09/12/2020,IL,Adams County,17001,13,599
09/16/2020,02/01/2020,09/12/2020,IL,Boone County,17007,11,220
09/16/2020,02/01/2020,09/12/2020,IL,Cass County,17017,10,55
09/16/2020,02/01/2020,09/12/2020,IL,Champaign County,17019,27,1124
09/16/2020,02/01/2020,09/12/2020,IL,Coles County,17029,22,410
09/16/2020,02/01/2020,09/12/2020,IL,Cook County,17031,4890,31894
09/16/2020,02/01/2020,09/12/2020,IL,DeKalb County,17037,32,519
09/16/2020,02/01/2020,09/12/2020,IL,DuPage County,17043,504,4883
09/16/2020,02/01/2020,09/12/2020,IL,Jackson County,17077,36,396
09/16/2020,02/01/2020,09/12/2020,IL,Jefferson County,17081,24,383
09/16/2020,02/01/2020,09/12/2020,IL,Kane County,17089,271,2369
09/16/2020,02/01/2020,09/12/2020,IL,Kankakee County,17091,68,817
09/16/2020,02/01/2020,09/12/2020,IL,Lake County,17097,384,3757
09/16/2020,02/01/2020,09/12/2020,IL,LaSalle County,17099,42,678
09/16/2020,02/01/2020,09/12/2020,IL,McDonough County,17109,16,190
09/16/2020,02/01/2020,09/12/2020,IL,McHenry County,17111,80,1142
09/16/2020,02/01/2020,09/12/2020,IL,McLean County,17113,19,835
09/16/2020,02/01/2020,09/12/2020,IL,Macon County,17115,25,802
09/16/2020,02/01/2020,09/12/2020,IL,Madison County,17119,68,1705
09/16/2020,02/01/2020,09/12/2020,IL,Morgan County,17137,15,250
09/16/2020,02/01/2020,09/12/2020,IL,Peoria County,17143,60,1891
09/16/2020,02/01/2020,09/12/2020,IL,Rock Island County,17161,48,1018
09/16/2020,02/01/2020,09/12/2020,IL,St. Clair County,17163,142,1728
09/16/2020,02/01/2020,09/12/2020,IL,Sangamon County,17167,58,1760
09/16/2020,02/01/2020,09/12/2020,IL,Whiteside County,17195,10,379
09/16/2020,02/01/2020,09/12/2020,IL,Will County,17197,291,3079
09/16/2020,02/01/2020,09/12/2020,IL,Williamson County,17199,23,561
09/16/2020,02/01/2020,09/12/2020,IL,Winnebago County,17201,155,2184
09/16/2020,02/01/2020,09/12/2020,IN,Allen County,18003,221,2942
09/16/2020,02/01/2020,09/12/2020,IN,Bartholomew County,18005,71,584
09/16/2020,02/01/2020,09/12/2020,IN,Boone County,18011,43,321
09/16/2020,02/01/2020,09/12/2020,IN,Clark County,18019,50,694
09/16/2020,02/01/2020,09/12/2020,IN,Daviess County,18027,13,183
09/16/2020,02/01/2020,09/12/2020,IN,Dearborn County,18029,35,267
09/16/2020,02/01/2020,09/12/2020,IN,Decatur County,18031,22,179
09/16/2020,02/01/2020,09/12/2020,IN,Delaware County,18035,59,1012
09/16/2020,02/01/2020,09/12/2020,IN,Dubois County,18037,13,308
09/16/2020,02/01/2020,09/12/2020,IN,Elkhart County,18039,101,1185
09/16/2020,02/01/2020,09/12/2020,IN,Floyd County,18043,76,701
09/16/2020,02/01/2020,09/12/2020,IN,Grant County,18053,29,489
09/16/2020,02/01/2020,09/12/2020,IN,Greene County,18055,30,166
09/16/2020,02/01/2020,09/12/2020,IN,Hamilton County,18057,102,1313
09/16/2020,02/01/2020,09/12/2020,IN,Hancock County,18059,32,405
09/16/2020,02/01/2020,09/12/2020,IN,Harrison County,18061,15,225
09/16/2020,02/01/2020,09/12/2020,IN,Hendricks County,18063,144,1027
09/16/2020,02/01/2020,09/12/2020,IN,Henry County,18065,11,308
09/16/2020,02/01/2020,09/12/2020,IN,Howard County,18067,64,728
09/16/2020,02/01/2020,09/12/2020,IN,Jackson County,18071,10,272
09/16/2020,02/01/2020,09/12/2020,IN,Johnson County,18081,86,768
09/16/2020,02/01/2020,09/12/2020,IN,Knox County,18083,10,315
09/16/2020,02/01/2020,09/12/2020,IN,Lake County,18089,403,3992
09/16/2020,02/01/2020,09/12/2020,IN,La Porte County,18091,39,772
09/16/2020,02/01/2020,09/12/2020,IN,Lawrence County,18093,29,293
09/16/2020,02/01/2020,09/12/2020,IN,Madison County,18095,80,908
09/16/2020,02/01/2020,09/12/2020,IN,Marion County,18097,910,7148
09/16/2020,02/01/2020,09/12/2020,IN,Marshall County,18099,27,299
09/16/2020,02/01/2020,09/12/2020,IN,Monroe County,18105,53,875
09/16/2020,02/01/2020,09/12/2020,IN,Montgomery County,18107,17,218
09/16/2020,02/01/2020,09/12/2020,IN,Morgan County,18109,31,356
09/16/2020,02/01/2020,09/12/2020,IN,Newton County,18111,10,75
09/16/2020,02/01/2020,09/12/2020,IN,Noble County,18113,24,245
09/16/2020,02/01/2020,09/12/2020,IN,Orange County,18117,16,110
09/16/2020,02/01/2020,09/12/2020,IN,Perry County,18123,12,114
09/16/2020,02/01/2020,09/12/2020,IN,Porter County,18127,38,1048
09/16/2020,02/01/2020,09/12/2020,IN,St. Joseph County,18141,103,1910
09/16/2020,02/01/2020,09/12/2020,IN,Shelby County,18145,26,267
09/16/2020,02/01/2020,09/12/2020,IN,Tippecanoe County,18157,42,991
09/16/2020,02/01/2020,09/12/2020,IN,Tipton County,18159,23,112
09/16/2020,02/01/2020,09/12/2020,IN,Vanderburgh County,18163,57,1732
09/16/2020,02/01/2020,09/12/2020,IN,Vigo County,18167,34,887
09/16/2020,02/01/2020,09/12/2020,IN,Warrick County,18173,26,603
09/16/2020,02/01/2020,09/12/2020,IN,Wayne County,18177,19,684
09/16/2020,02/01/2020,09/12/2020,IA,Black Hawk County,19013,85,888
09/16/2020,02/01/2020,09/12/2020,IA,Cerro Gordo County,19033,26,458
09/16/2020,02/01/2020,09/12/2020,IA,Clinton County,19045,18,284
09/16/2020,02/01/2020,09/12/2020,IA,Dallas County,19049,34,271
09/16/2020,02/01/2020,09/12/2020,IA,Des Moines County,19057,12,298
09/16/2020,02/01/2020,09/12/2020,IA,Dubuque County,19061,39,616
09/16/2020,02/01/2020,09/12/2020,IA,Franklin County,19069,10,76
09/16/2020,02/01/2020,09/12/2020,IA,Jasper County,19099,22,190
09/16/2020,02/01/2020,09/12/2020,IA,Johnson County,19103,79,1159
09/16/2020,02/01/2020,09/12/2020,IA,Linn County,19113,94,1277
09/16/2020,02/01/2020,09/12/2020,IA,Mahaska County,19123,17,150
09/16/2020,02/01/2020,09/12/2020,IA,Marshall County,19127,19,277
09/16/2020,02/01/2020,09/12/2020,IA,Muscatine County,19139,39,228
09/16/2020,02/01/2020,09/12/2020,IA,Plymouth County,19149,12,132
09/16/2020,02/01/2020,09/12/2020,IA,Polk County,19153,299,3228
09/16/2020,02/01/2020,09/12/2020,IA,Pottawattamie County,19155,29,635
09/16/2020,02/01/2020,09/12/2020,IA,Poweshiek County,19157,10,130
09/16/2020,02/01/2020,09/12/2020,IA,Scott County,19163,24,1149
09/16/2020,02/01/2020,09/12/2020,IA,Story County,19169,21,393
09/16/2020,02/01/2020,09/12/2020,IA,Tama County,19171,18,96
09/16/2020,02/01/2020,09/12/2020,IA,Wapello County,19179,37,271
09/16/2020,02/01/2020,09/12/2020,IA,Washington County,19183,11,145
09/16/2020,02/01/2020,09/12/2020,IA,Webster County,19187,20,324
09/16/2020,02/01/2020,09/12/2020,IA,Woodbury County,19193,101,801
09/16/2020,02/01/2020,09/12/2020,KS,Douglas County,20045,12,500
09/16/2020,02/01/2020,09/12/2020,KS,Finney County,20055,18,149
09/16/2020,02/01/2020,09/12/2020,KS,Ford County,20057,13,149
09/16/2020,02/01/2020,09/12/2020,KS,Johnson County,20091,137,2678
09/16/2020,02/01/2020,09/12/2020,KS,Lyon County,20111,21,171
09/16/2020,02/01/2020,09/12/2020,KS,Sedgwick County,20173,126,3697
09/16/2020,02/01/2020,09/12/2020,KS,Shawnee County,20177,35,1406
09/16/2020,02/01/2020,09/12/2020,KS,Wyandotte County,20209,132,1286
09/16/2020,02/01/2020,09/12/2020,KY,Barren County,21009,11,346
09/16/2020,02/01/2020,09/12/2020,KY,Boone County,21015,10,476
09/16/2020,02/01/2020,09/12/2020,KY,Boyle County,21021,17,296
09/16/2020,02/01/2020,09/12/2020,KY,Campbell County,21037,61,497
09/16/2020,02/01/2020,09/12/2020,KY,Daviess County,21059,30,811
09/16/2020,02/01/2020,09/12/2020,KY,Fayette County,21067,69,3126
09/16/2020,02/01/2020,09/12/2020,KY,Franklin County,21073,14,362
09/16/2020,02/01/2020,09/12/2020,KY,Graves County,21083,33,266
09/16/2020,02/01/2020,09/12/2020,KY,Hopkins County,21107,35,440
